Date,Region,Category,Sales_Units
2025-11-12,South India,Fresh Produce,144
2025-11-13,South India,Fresh Produce,116
2025-11-14,South India,Fresh Produce,117
2025-11-15,South India,Fresh Produce,112
2025-11-16,South India,Fresh Produce,108
2025-11-17,South India,Fresh Produce,132
2025-11-18,South India,Fresh Produce,140
2025-11-19,South India,Fresh Produce,124
2025-11-20,South India,Fresh Produce,120
2025-11-21,South India,Fresh Produce,146
2025-11-22,South India,Fresh Produce,146
2025-11-23,South India,Fresh Produce,133
2025-11-24,South India,Fresh Produce,145
2025-11-25,South India,Fresh Produce,158
2025-11-26,South India,Fresh Produce,151
2025-11-27,South India,Fresh Produce,142
2025-11-28,South India,Fresh Produce,144
2025-11-29,South India,Fresh Produce,158
2025-11-30,South India,Fresh Produce,131
2025-12-01,South India,Fresh Produce,110
2025-12-02,South India,Fresh Produce,114
2025-12-03,South India,Fresh Produce,126
2025-12-04,South India,Fresh Produce,122
2025-12-05,South India,Fresh Produce,89
2025-12-06,South India,Fresh Produce,94
2025-12-07,South India,Fresh Produce,100
2025-12-08,South India,Fresh Produce,119
2025-12-09,South India,Fresh Produce,111
2025-12-10,South India,Fresh Produce,99
2025-12-11,South India,Fresh Produce,92
2025-12-12,South India,Fresh Produce,116
2025-12-13,South India,Fresh Produce,117
2025-12-14,South India,Fresh Produce,127
2025-12-15,South India,Fresh Produce,108
2025-12-16,South India,Fresh Produce,108
2025-12-17,South India,Fresh Produce,90
2025-12-18,South India,Fresh Produce,88
2025-12-19,South India,Fresh Produce,105
2025-12-20,South India,Fresh Produce,100
2025-12-21,South India,Fresh Produce,97
2025-12-22,South India,Fresh Produce,90
2025-12-23,South India,Fresh Produce,128
2025-12-24,South India,Fresh Produce,123
2025-12-25,South India,Fresh Produce,111
2025-12-26,South India,Fresh Produce,127
2025-12-27,South India,Fresh Produce,130
2025-12-28,South India,Fresh Produce,115
2025-12-29,South India,Fresh Produce,98
2025-12-30,South India,Fresh Produce,88
2025-12-31,South India,Fresh Produce,119
2025-01-01,South India,Dairy & Eggs,62
2025-01-02,South India,Dairy & Eggs,67
2025-01-03,South India,Dairy & Eggs,73
2025-01-04,South India,Dairy & Eggs,55
2025-01-05,South India,Dairy & Eggs,65
2025-01-06,South India,Dairy & Eggs,66
2025-01-07,South India,Dairy & Eggs,63
2025-01-08,South India,Dairy & Eggs,53
2025-01-09,South India,Dairy & Eggs,59
2025-01-10,South India,Dairy & Eggs,59
2025-01-11,South India,Dairy & Eggs,67
2025-01-12,South India,Dairy & Eggs,72
2025-01-13,South India,Dairy & Eggs,59
2025-01-14,South India,Dairy & Eggs,68
2025-01-15,South India,Dairy & Eggs,58
2025-01-16,South India,Dairy & Eggs,74
2025-01-17,South India,Dairy & Eggs,71
2025-01-18,South India,Dairy & Eggs,64
2025-01-19,South India,Dairy & Eggs,62
2025-01-20,South India,Dairy & Eggs,58
2025-01-21,South India,Dairy & Eggs,59
2025-01-22,South India,Dairy & Eggs,75
2025-01-23,South India,Dairy & Eggs,61
2025-01-24,South India,Dairy & Eggs,63
2025-01-25,South India,Dairy & Eggs,75
2025-01-26,South India,Dairy & Eggs,67
2025-01-27,South India,Dairy & Eggs,64
2025-01-28,South India,Dairy & Eggs,61
2025-01-29,South India,Dairy & Eggs,55
2025-01-30,South India,Dairy & Eggs,60
2025-01-31,South India,Dairy & Eggs,69
2025-02-01,South India,Dairy & Eggs,60
2025-02-02,South India,Dairy & Eggs,63
2025-02-03,South India,Dairy & Eggs,50
2025-02-04,South India,Dairy & Eggs,58
2025-02-05,South India,Dairy & Eggs,67
2025-02-06,South India,Dairy & Eggs,56
2025-02-07,South India,Dairy & Eggs,62
2025-02-08,South India,Dairy & Eggs,48
2025-02-09,South India,Dairy & Eggs,68
2025-02-10,South India,Dairy & Eggs,59
2025-02-11,South India,Dairy & Eggs,51
2025-02-12,South India,Dairy & Eggs,49
2025-02-13,South India,Dairy & Eggs,58
2025-02-14,South India,Dairy & Eggs,58
2025-02-15,South India,Dairy & Eggs,48
2025-02-16,South India,Dairy & Eggs,68
2025-02-17,South India,Dairy & Eggs,66
2025-02-18,South India,Dairy & Eggs,56
2025-02-19,South India,Dairy & Eggs,48
2025-02-20,South India,Dairy & Eggs,65
2025-02-21,South India,Dairy & Eggs,57
2025-02-22,South India,Dairy & Eggs,62
2025-02-23,South India,Dairy & Eggs,57
2025-02-24,South India,Dairy & Eggs,52
2025-02-25,South India,Dairy & Eggs,65
2025-02-26,South India,Dairy & Eggs,68
2025-02-27,South India,Dairy & Eggs,51
2025-02-28,South India,Dairy & Eggs,58
2025-03-01,South India,Dairy & Eggs,63
2025-03-02,South India,Dairy & Eggs,77
2025-03-03,South India,Dairy & Eggs,66
2025-03-04,South India,Dairy & Eggs,76
2025-03-05,South India,Dairy & Eggs,76
2025-03-06,South India,Dairy & Eggs,60
2025-03-07,South India,Dairy & Eggs,74
2025-03-08,South India,Dairy & Eggs,64
2025-03-09,South India,Dairy & Eggs,77
2025-03-10,South India,Dairy & Eggs,66
2025-03-11,South India,Dairy & Eggs,74
2025-03-12,South India,Dairy & Eggs,60
2025-03-13,South India,Dairy & Eggs,61
2025-03-14,South India,Dairy & Eggs,68
2025-03-15,South India,Dairy & Eggs,79
2025-03-16,South India,Dairy & Eggs,66
2025-03-17,South India,Dairy & Eggs,57
2025-03-18,South India,Dairy & Eggs,67
2025-03-19,South India,Dairy & Eggs,62
2025-03-20,South India,Dairy & Eggs,67
2025-03-21,South India,Dairy & Eggs,67
2025-03-22,South India,Dairy & Eggs,65
2025-03-23,South India,Dairy & Eggs,61
2025-03-24,South India,Dairy & Eggs,58
2025-03-25,South India,Dairy & Eggs,71
2025-03-26,South India,Dairy & Eggs,68
2025-03-27,South India,Dairy & Eggs,59
2025-03-28,South India,Dairy & Eggs,73
2025-03-29,South India,Dairy & Eggs,54
2025-03-30,South India,Dairy & Eggs,72
2025-03-31,South India,Dairy & Eggs,71
2025-04-01,South India,Dairy & Eggs,67
2025-04-02,South India,Dairy & Eggs,57
2025-04-03,South India,Dairy & Eggs,64
2025-04-04,South India,Dairy & Eggs,68
2025-04-05,South India,Dairy & Eggs,72
2025-04-06,South India,Dairy & Eggs,60
2025-04-07,South India,Dairy & Eggs,49
2025-04-08,South India,Dairy & Eggs,60
2025-04-09,South India,Dairy & Eggs,62
2025-04-10,South India,Dairy & Eggs,69
2025-04-11,South India,Dairy & Eggs,69
2025-04-12,South India,Dairy & Eggs,59
2025-04-13,South India,Dairy & Eggs,61
2025-04-14,South India,Dairy & Eggs,59
2025-04-15,South India,Dairy & Eggs,65
2025-04-16,South India,Dairy & Eggs,58
2025-04-17,South India,Dairy & Eggs,64
2025-04-18,South India,Dairy & Eggs,52
2025-04-19,South India,Dairy & Eggs,59
2025-04-20,South India,Dairy & Eggs,71
2025-04-21,South India,Dairy & Eggs,56
2025-04-22,South India,Dairy & Eggs,65
2025-04-23,South India,Dairy & Eggs,64
2025-04-24,South India,Dairy & Eggs,68
2025-04-25,South India,Dairy & Eggs,68
2025-04-26,South India,Dairy & Eggs,69
2025-04-27,South India,Dairy & Eggs,57
2025-04-28,South India,Dairy & Eggs,56
2025-04-29,South India,Dairy & Eggs,65
2025-04-30,South India,Dairy & Eggs,66
2025-05-01,South India,Dairy & Eggs,62
2025-05-02,South India,Dairy & Eggs,44
2025-05-03,South India,Dairy & Eggs,45
2025-05-04,South India,Dairy & Eggs,57
2025-05-05,South India,Dairy & Eggs,63
2025-05-06,South India,Dairy & Eggs,65
2025-05-07,South India,Dairy & Eggs,59
2025-05-08,South India,Dairy & Eggs,53
2025-05-09,South India,Dairy & Eggs,45
2025-05-10,South India,Dairy & Eggs,57
2025-05-11,South India,Dairy & Eggs,62
2025-05-12,South India,Dairy & Eggs,53
2025-05-13,South India,Dairy & Eggs,58
2025-05-14,South India,Dairy & Eggs,63
2025-05-15,South India,Dairy & Eggs,44
2025-05-16,South India,Dairy & Eggs,60
2025-05-17,South India,Dairy & Eggs,50
2025-05-18,South India,Dairy & Eggs,51
2025-05-19,South India,Dairy & Eggs,46
2025-05-20,South India,Dairy & Eggs,55
2025-05-21,South India,Dairy & Eggs,55
2025-05-22,South India,Dairy & Eggs,60
2025-05-23,South India,Dairy & Eggs,47
2025-05-24,South India,Dairy & Eggs,45
2025-05-25,South India,Dairy & Eggs,62
2025-05-26,South India,Dairy & Eggs,57
2025-05-27,South India,Dairy & Eggs,48
2025-05-28,South India,Dairy & Eggs,63
2025-05-29,South India,Dairy & Eggs,46
2025-05-30,South India,Dairy & Eggs,53
2025-05-31,South India,Dairy & Eggs,49
2025-06-01,South India,Dairy & Eggs,46
2025-06-02,South India,Dairy & Eggs,41
2025-06-03,South India,Dairy & Eggs,57
2025-06-04,South India,Dairy & Eggs,59
2025-06-05,South India,Dairy & Eggs,55
2025-06-06,South India,Dairy & Eggs,44
2025-06-07,South India,Dairy & Eggs,50
2025-06-08,South India,Dairy & Eggs,48
2025-06-09,South India,Dairy & Eggs,53
2025-06-10,South India,Dairy & Eggs,54
2025-06-11,South India,Dairy & Eggs,49
2025-06-12,South India,Dairy & Eggs,46
2025-06-13,South India,Dairy & Eggs,58
2025-06-14,South India,Dairy & Eggs,45
2025-06-15,South India,Dairy & Eggs,49
2025-06-16,South India,Dairy & Eggs,51
2025-06-17,South India,Dairy & Eggs,46
2025-06-18,South India,Dairy & Eggs,52
2025-06-19,South India,Dairy & Eggs,53
2025-06-20,South India,Dairy & Eggs,61
2025-06-21,South India,Dairy & Eggs,47
2025-06-22,South India,Dairy & Eggs,61
2025-06-23,South India,Dairy & Eggs,54
2025-06-24,South India,Dairy & Eggs,46
2025-06-25,South India,Dairy & Eggs,52
2025-06-26,South India,Dairy & Eggs,55
2025-06-27,South India,Dairy & Eggs,56
2025-06-28,South India,Dairy & Eggs,42
2025-06-29,South India,Dairy & Eggs,53
2025-06-30,South India,Dairy & Eggs,51
2025-07-01,South India,Dairy & Eggs,66
2025-07-02,South India,Dairy & Eggs,52
2025-07-03,South India,Dairy & Eggs,64
2025-07-04,South India,Dairy & Eggs,59
2025-07-05,South India,Dairy & Eggs,54
2025-07-06,South India,Dairy & Eggs,60
2025-07-07,South India,Dairy & Eggs,60
2025-07-08,South India,Dairy & Eggs,61
2025-07-09,South India,Dairy & Eggs,62
2025-07-10,South India,Dairy & Eggs,61
2025-07-11,South India,Dairy & Eggs,65
2025-07-12,South India,Dairy & Eggs,60
2025-07-13,South India,Dairy & Eggs,66
2025-07-14,South India,Dairy & Eggs,60
2025-07-15,South India,Dairy & Eggs,53
2025-07-16,South India,Dairy & Eggs,56
2025-07-17,South India,Dairy & Eggs,59
2025-07-18,South India,Dairy & Eggs,62
2025-07-19,South India,Dairy & Eggs,48
2025-07-20,South India,Dairy & Eggs,52
2025-07-21,South India,Dairy & Eggs,63
2025-07-22,South India,Dairy & Eggs,50
2025-07-23,South India,Dairy & Eggs,49
2025-07-24,South India,Dairy & Eggs,58
2025-07-25,South India,Dairy & Eggs,68
2025-07-26,South India,Dairy & Eggs,58
2025-07-27,South India,Dairy & Eggs,66
2025-07-28,South India,Dairy & Eggs,65
2025-07-29,South India,Dairy & Eggs,51
2025-07-30,South India,Dairy & Eggs,64
2025-07-31,South India,Dairy & Eggs,57
2025-08-01,South India,Dairy & Eggs,88
2025-08-02,South India,Dairy & Eggs,86
2025-08-03,South India,Dairy & Eggs,73
2025-08-04,South India,Dairy & Eggs,66
2025-08-05,South India,Dairy & Eggs,92
2025-08-06,South India,Dairy & Eggs,67
2025-08-07,South India,Dairy & Eggs,93
2025-08-08,South India,Dairy & Eggs,89
2025-08-09,South India,Dairy & Eggs,85
2025-08-10,South India,Dairy & Eggs,93
2025-08-11,South India,Dairy & Eggs,93
2025-08-12,South India,Dairy & Eggs,88
2025-08-13,South India,Dairy & Eggs,74
2025-08-14,South India,Dairy & Eggs,87
2025-08-15,South India,Dairy & Eggs,63
2025-08-16,South India,Dairy & Eggs,79
2025-08-17,South India,Dairy & Eggs,77
2025-08-18,South India,Dairy & Eggs,83
2025-08-19,South India,Dairy & Eggs,83
2025-08-20,South India,Dairy & Eggs,81
2025-08-21,South India,Dairy & Eggs,88
2025-08-22,South India,Dairy & Eggs,92
2025-08-23,South India,Dairy & Eggs,66
2025-08-24,South India,Dairy & Eggs,70
2025-08-25,South India,Dairy & Eggs,63
2025-08-26,South India,Dairy & Eggs,90
2025-08-27,South India,Dairy & Eggs,80
2025-08-28,South India,Dairy & Eggs,91
2025-08-29,South India,Dairy & Eggs,69
2025-08-30,South India,Dairy & Eggs,64
2025-08-31,South India,Dairy & Eggs,88
2025-09-01,South India,Dairy & Eggs,80
2025-09-02,South India,Dairy & Eggs,64
2025-09-03,South India,Dairy & Eggs,66
2025-09-04,South India,Dairy & Eggs,59
2025-09-05,South India,Dairy & Eggs,81
2025-09-06,South India,Dairy & Eggs,64
2025-09-07,South India,Dairy & Eggs,69
2025-09-08,South India,Dairy & Eggs,58
2025-09-09,South India,Dairy & Eggs,80
2025-09-10,South India,Dairy & Eggs,59
2025-09-11,South India,Dairy & Eggs,68
2025-09-12,South India,Dairy & Eggs,74
2025-09-13,South India,Dairy & Eggs,76
2025-09-14,South India,Dairy & Eggs,81
2025-09-15,South India,Dairy & Eggs,67
2025-09-16,South India,Dairy & Eggs,76
2025-09-17,South India,Dairy & Eggs,59
2025-09-18,South India,Dairy & Eggs,67
2025-09-19,South India,Dairy & Eggs,58
2025-09-20,South India,Dairy & Eggs,69
2025-09-21,South India,Dairy & Eggs,66
2025-09-22,South India,Dairy & Eggs,81
2025-09-23,South India,Dairy & Eggs,56
2025-09-24,South India,Dairy & Eggs,65
2025-09-25,South India,Dairy & Eggs,67
2025-09-26,South India,Dairy & Eggs,81
2025-09-27,South India,Dairy & Eggs,79
2025-09-28,South India,Dairy & Eggs,58
2025-09-29,South India,Dairy & Eggs,74
2025-09-30,South India,Dairy & Eggs,70
2025-10-01,South India,Dairy & Eggs,100
2025-10-02,South India,Dairy & Eggs,79
2025-10-03,South India,Dairy & Eggs,81
2025-10-04,South India,Dairy & Eggs,74
2025-10-05,South India,Dairy & Eggs,71
2025-10-06,South India,Dairy & Eggs,96
2025-10-07,South India,Dairy & Eggs,82
2025-10-08,South India,Dairy & Eggs,89
2025-10-09,South India,Dairy & Eggs,89
2025-10-10,South India,Dairy & Eggs,87
2025-10-11,South India,Dairy & Eggs,68
2025-10-12,South India,Dairy & Eggs,94
2025-10-13,South India,Dairy & Eggs,75
2025-10-14,South India,Dairy & Eggs,71
2025-10-15,South India,Dairy & Eggs,86
2025-10-16,South India,Dairy & Eggs,70
2025-10-17,South India,Dairy & Eggs,93
2025-10-18,South India,Dairy & Eggs,74
2025-10-19,South India,Dairy & Eggs,74
2025-10-20,South India,Dairy & Eggs,96
2025-10-21,South India,Dairy & Eggs,78
2025-10-22,South India,Dairy & Eggs,72
2025-10-23,South India,Dairy & Eggs,97
2025-10-24,South India,Dairy & Eggs,67
2025-10-25,South India,Dairy & Eggs,96
2025-10-26,South India,Dairy & Eggs,72
2025-10-27,South India,Dairy & Eggs,72
2025-10-28,South India,Dairy & Eggs,76
2025-10-29,South India,Dairy & Eggs,73
2025-10-30,South India,Dairy & Eggs,89
2025-10-31,South India,Dairy & Eggs,68
2025-11-01,South India,Dairy & Eggs,73
2025-11-02,South India,Dairy & Eggs,100
2025-11-03,South India,Dairy & Eggs,81
2025-11-04,South India,Dairy & Eggs,84
2025-11-05,South India,Dairy & Eggs,78
2025-11-06,South India,Dairy & Eggs,74
2025-11-07,South India,Dairy & Eggs,99
2025-11-08,South India,Dairy & Eggs,91
2025-11-09,South India,Dairy & Eggs,99
2025-11-10,South India,Dairy & Eggs,89
2025-11-11,South India,Dairy & Eggs,100
2025-11-12,South India,Dairy & Eggs,90
2025-11-13,South India,Dairy & Eggs,76
2025-11-14,South India,Dairy & Eggs,90
2025-11-15,South India,Dairy & Eggs,106
2025-11-16,South India,Dairy & Eggs,74
2025-11-17,South India,Dairy & Eggs,100
2025-11-18,South India,Dairy & Eggs,103
2025-11-19,South India,Dairy & Eggs,91
2025-11-20,South India,Dairy & Eggs,88
2025-11-21,South India,Dairy & Eggs,107
2025-11-22,South India,Dairy & Eggs,74
2025-11-23,South India,Dairy & Eggs,89
2025-11-24,South India,Dairy & Eggs,86
2025-11-25,South India,Dairy & Eggs,97
2025-11-26,South India,Dairy & Eggs,90
2025-11-27,South India,Dairy & Eggs,105
2025-11-28,South India,Dairy & Eggs,75
2025-11-29,South India,Dairy & Eggs,75
2025-11-30,South India,Dairy & Eggs,94
2025-12-01,South India,Dairy & Eggs,59
