Store,Region,Product_Category,Avg_Daily_Demand,Std_Daily_Demand,Safety_Stock,Reorder_Point,Current_Inventory,Days_Of_Supply,Stockout_Risk,Inventory_Position,Action,Priority_Score,Target_Level,Recommended_Order_Qty,Days_Until_Stockout
154,Kerala,Home Decor,7523.854,736.5411,3215.3623,55882.34,86488.77828052186,11.4952759896216,0.0,1.5476942855385416,OK,0.0,161216.29630000002,74728,11.5
155,Kerala,Games & Toys,6095.765,462.50696,2019.0692,44689.426,58624.24695981208,9.617208938494068,0.0,1.3118147223419714,OK,0.0,130030.1342,71406,9.6
156,Kerala,Sports Products,5582.5723,785.8895,3430.7922,42508.8,36311.96736529277,6.504522581621689,0.1457776578512787,0.8542223578480871,MONITOR,17.6,120664.81049999999,84353,6.5
157,Kerala,Tupperware,8400.462,321.96313,1405.5266,60208.76,71272.47722077412,8.484352164190271,0.0,1.1837559388496643,MONITOR,0.0,177815.2286,106543,8.5
158,Kerala,Furniture,6198.801,649.5527,2835.6152,46227.22,38455.21633643837,6.203654173361545,0.1681261088968635,0.8318738686089789,WATCHLIST,20.0,133010.4362,94555,6.2
159,Kerala,Pet Care,6693.9624,423.03452,1846.7528,48704.492,44878.0644934723,6.704260017618144,0.0785641636360136,0.9214358399112818,MONITOR,10.8,142419.9632,97542,6.7
160,Kerala,Food,5265.436,804.08673,3510.232,40368.28,71217.74393135573,13.525516871888534,0.0,1.7642006033290427,OK,0.0,114084.38799999999,42867,13.5
161,Kerala,Clothing & Apparel,7069.2275,284.38553,1241.482,50726.074,33901.18143685722,4.795599130107092,0.3316813500949725,0.66831865278707,REORDER SOON,37.3,149695.2595,115794,4.8
162,Kerala,Electronics & Gadgets,6231.7114,604.7802,2640.1616,46262.14,75330.85638410634,12.08830949271088,0.0,1.6283478538629286,OK,0.0,133506.101,58175,12.1
163,Kerala,Footwear & Shoes,7861.808,1982.8964,8656.313,63688.97,42100.63339583118,5.355082804240105,0.3389650637759591,0.6610349232501511,REORDER SOON,37.6,173754.281,131654,5.4
164,Kerala,Home Decor,5837.2563,536.81006,2343.4387,43204.23,26488.03458389252,4.537754212992184,0.3869110895737039,0.6130889170780851,REORDER SOON,43.0,124925.821,98438,4.5
165,Kerala,Games & Toys,5702.536,577.8482,2522.5903,42440.344,40354.59034928862,7.076604059917753,0.0491455350361383,0.950854459362738,MONITOR,7.7,122275.84629999999,81921,7.1
166,Kerala,Sports Products,5655.774,935.79614,4085.2083,43675.625,17080.753698436405,3.020055950358197,0.6089179330934267,0.39108206690657327,REORDER NOW,67.3,122856.4623,105776,3.0
167,Kerala,Tupperware,9134.122,2861.145,12490.298,76429.16,73767.87522760854,8.076077225567971,0.0348202329185265,0.9651797197248869,MONITOR,5.9,204306.86,130539,8.1
168,Kerala,Furniture,6270.5293,572.00256,2497.071,46390.773,60641.54911153512,9.670882032519428,0.0,1.307189882598747,OK,0.0,134178.1863,73537,9.7
169,Kerala,Pet Care,5768.5474,518.6214,2264.0361,42643.867,58117.52762144992,10.074898230252488,0.0,1.3628578201280366,OK,0.0,123403.53150000001,65286,10.1
170,Kerala,Food,5775.4775,531.9687,2322.3037,42750.65,75034.13730450139,12.9918499028015,0.0,1.7551578117409066,OK,0.0,123607.3312,48573,13.0
171,Kerala,Clothing & Apparel,7144.493,288.93427,1261.3395,51272.793,100858.92622675627,14.117016268429866,0.0,1.9671041955283435,OK,0.0,151295.6925,50437,14.1
172,Kerala,Electronics & Gadgets,7078.8203,593.6007,2591.3577,52143.1,55156.383697276186,7.791747955500345,0.0,1.0577887332605116,MONITOR,0.0,151246.584,96090,7.8
173,Kerala,Footwear & Shoes,8934.761,3714.837,16217.082,78760.41,81795.39532011336,9.154738182735867,0.0,1.0385344022474408,MONITOR,0.0,203847.063,122052,9.2
174,Kerala,Home Decor,6191.809,561.5059,2451.248,45793.914,22958.931837231907,3.707952156318768,0.4986466584643251,0.501353342219927,REORDER SOON,55.1,132479.237,109520,3.7
175,Kerala,Games & Toys,5654.5063,493.89395,2156.0889,41737.633,53258.8621806526,9.4188349797729,0.0,1.2760393523191071,OK,0.0,120900.7212,67642,9.4
176,Kerala,Sports Products,5015.6675,619.211,2703.1592,37812.832,29978.876350956096,5.977046219211158,0.2071771739768028,0.7928228266784169,WATCHLIST,24.0,108032.17669999998,78053,6.0
177,Kerala,Tupperware,5677.912,516.40894,2254.3777,41999.76,37510.30758655332,6.606355798396162,0.1068923714915375,0.8931076650569745,MONITOR,13.7,121490.5297,83980,6.6
178,Kerala,Furniture,9721.16,2172.7493,9485.114,77533.24,68280.26564706051,7.023880334196661,0.1193420561217193,0.8806579687249044,MONITOR,14.7,213629.474,145349,7.0
179,Kerala,Pet Care,8243.923,4023.6802,17565.334,75272.8,49654.462402243385,6.023159519600817,0.34033987756957,0.6596600950442043,REORDER SOON,37.3,190687.717,141033,6.0
180,Kerala,Food,6678.5625,422.64542,1845.0541,48594.992,47617.16533194028,7.12985246929115,0.0201219675432162,0.9798780362375671,MONITOR,4.8,142094.8666,94478,7.1
181,Kerala,Clothing & Apparel,6101.137,596.9096,2605.8025,45313.76,24555.83361404976,4.02479616189428,0.458093244024607,0.5419067765299053,REORDER SOON,50.7,130729.6795,106174,4.0
182,Kerala,Electronics & Gadgets,5729.2866,533.1597,2327.5032,42432.51,53896.38500309493,9.4071720560571,0.0,1.2701672609773715,OK,0.0,122642.52180000002,68746,9.4
183,Kerala,Footwear & Shoes,6611.6094,409.67334,1788.4247,48069.69,44492.46467672647,6.729445457706955,0.074417509762886,0.9255825173144755,MONITOR,10.4,140632.2221,96140,6.7
184,Kerala,Home Decor,5960.5635,351.87466,1536.1052,43260.05,43319.29213270998,7.267650500333659,0.0,1.001369442076696,MONITOR,2.6,126707.93870000001,83389,7.3
185,Kerala,Games & Toys,7629.1553,2943.9524,12851.794,66255.88,127124.7143227249,16.66301310779926,0.0,1.9186933193359577,OK,0.0,173064.0553,45939,16.7
186,Kerala,Sports Products,4094.1848,530.2529,2314.8135,30974.105,13063.041647355223,3.190633114861011,0.5782592765904209,0.4217407297920383,REORDER NOW,63.9,88292.6943,75230,3.2
187,Kerala,Tupperware,5578.02,821.13464,3584.6548,42630.797,35324.304387616736,6.332767588486572,0.1713900049489343,0.8286099926214547,WATCHLIST,20.2,120723.07480000002,85399,6.3
188,Kerala,Furniture,5754.735,504.49097,2202.35,42485.496,45624.82104218125,7.928222954856823,0.0,1.0738916886407834,MONITOR,0.0,123051.785,77427,7.9
189,Kerala,Pet Care,6682.0645,431.7333,1884.7272,48659.18,24186.37696062112,3.61959647804802,0.5029431832605611,0.49705681354723036,REORDER NOW,55.7,142208.0817,118022,3.6
190,Kerala,Food,6065.652,460.43173,2010.0099,44469.574,71630.70058549789,11.809233746397124,0.0,1.6107800039977422,OK,0.0,129388.7019,57758,11.8
191,North-India,Clothing & Apparel,5869.4185,533.8187,2330.3801,43416.31,84614.56435692219,14.416175124736329,0.0,1.9489119263457026,OK,0.0,125588.16859999999,40974,14.4
192,North-India,Electronics & Gadgets,6488.381,613.1273,2676.6008,48095.266,48950.36806293858,7.54431176650345,0.0,1.0177793395079378,MONITOR,0.8,138932.6018,89982,7.5
193,North-India,Footwear & Shoes,6676.887,4668.479,20380.195,67118.41,120185.04267090706,18.000160695292774,0.0,1.7906419814013332,OK,0.0,160594.82200000001,40410,18.0
194,North-India,Home Decor,5354.9365,882.4453,3852.306,41336.86,44865.30746964891,8.378307991753463,0.0,1.0853583815908832,MONITOR,0.0,116305.97249999999,71441,8.4
195,North-India,Games & Toys,11082.224,3026.5063,13212.182,90787.74,170719.71653552688,15.40482507770878,0.0,1.8804269886608795,OK,0.0,245938.886,75219,15.4
196,North-India,Sports Products,5752.1494,598.9137,2614.5515,42879.598,33466.68637033359,5.818118404316185,0.2195195804162218,0.7804804133269532,WATCHLIST,25.3,123409.68890000001,89943,5.8
197,North-India,Tupperware,6606.6035,434.39172,1896.3325,48142.56,44364.52755982449,6.715179358788493,0.0784759087236377,0.9215240643585321,MONITOR,10.8,140635.006,96270,6.7
198,North-India,Furniture,2837.998,1135.6515,4957.675,24823.66,30462.577500069838,10.733826097453816,0.0,1.2271589886451006,OK,0.0,64555.633,34093,10.7
199,North-India,Pet Care,6264.5454,611.5746,2669.8223,46521.64,20139.756082083608,3.214879095525829,0.5670884385951596,0.4329115672208376,REORDER NOW,62.7,134225.2757,114086,3.2
200,North-India,Food,8623.574,2571.0542,11223.91,71588.93,66770.58223273541,7.74279672662386,0.0673057618796319,0.9326942340489712,MONITOR,9.3,192318.964,125548,7.7
201,North-India,Clothing & Apparel,5187.425,983.9552,4295.446,40607.418,78565.3447074689,15.145346229688975,0.0,1.934753514923527,OK,0.0,113231.371,34666,15.1
202,North-India,Electronics & Gadgets,6582.0034,439.2762,1917.6556,47991.68,42650.49099356123,6.479864607351336,0.1112940561513612,0.8887059380617897,MONITOR,14.2,140139.72699999998,97489,6.5
203,North-India,Footwear & Shoes,8232.676,4086.9202,17841.406,75470.14,56729.39603880359,6.890760373195473,0.2483199902769018,0.7516800159480769,WATCHLIST,27.7,190727.60199999998,133998,6.9
204,North-India,Home Decor,6245.66,587.32635,2563.967,46283.59,78026.15345238987,12.492859281546004,0.0,1.6858276000714265,OK,0.0,133722.827,55697,12.5
205,North-India,Games & Toys,7561.1855,4319.7207,18857.695,71785.99,143520.5701260544,18.981225792742347,0.0,1.9992838453026056,OK,0.0,177642.5905,34122,19.0
206,North-India,Sports Products,5880.3013,601.71466,2626.779,43788.887,39958.72770389493,6.795353821570481,0.0874687461103008,0.9125312480286364,MONITOR,11.6,126113.1063,86154,6.8
207,North-India,Tupperware,6873.7686,435.8159,1902.5497,50018.93,72453.25494087473,10.540543279052644,0.0,1.4485166903985096,OK,0.0,146251.69030000002,73798,10.5
208,North-India,Furniture,4972.0996,5378.1753,23478.367,58283.062,65301.1608792829,13.133518233656496,0.0,1.1204140386324057,MONITOR,0.0,127892.45859999998,62591,13.1
209,North-India,Pet Care,6165.5854,613.26434,2677.199,45836.297,63638.37984127547,10.32154697480337,0.0,1.3883839665598525,OK,0.0,132154.4924,68516,10.3
210,North-India,Food,5777.083,490.75644,2142.392,42581.973,73983.91038307133,12.806447524299193,0.0,1.7374467449657942,OK,0.0,123461.13499999998,49477,12.8
211,North-India,Clothing & Apparel,13384.418,2334.122,10189.585,103880.51,89613.24189614791,6.695340963303546,0.1373430513268563,0.8626569305074447,MONITOR,16.7,291262.363,201649,6.7
212,North-India,Electronics & Gadgets,4641.3516,928.55334,4053.5898,36543.05,45361.85124526862,9.77341419507448,0.0,1.2413263601497033,OK,0.0,101521.9734,56160,9.8
213,North-India,Footwear & Shoes,6346.2173,644.266,2812.5364,47236.055,49146.495344637566,7.74421882143727,0.0,1.0404445363745463,MONITOR,0.0,136083.09970000002,86937,7.7
214,North-India,Home Decor,6250.359,701.0852,3060.58,46813.094,79328.82218208579,12.691882757428514,0.0,1.6945861809964065,OK,0.0,134318.119,54989,12.7
215,North-India,Games & Toys,5811.1978,1039.4578,4537.7417,45216.125,83232.53538139499,14.322784889818388,0.0,1.840771082913341,OK,0.0,126572.8955,43340,14.3
216,North-India,Sports Products,6593.3433,595.93243,2601.5369,48754.938,31566.32478370161,4.787605245274748,0.3525512204030288,0.6474487729571435,REORDER SOON,39.3,141061.74620000002,109495,4.8
217,North-India,Tupperware,4887.981,611.9134,2671.3015,36887.168,35393.05524657024,7.240833292457519,0.0405049453361542,0.9594950538509827,MONITOR,6.8,105318.9025,69926,7.2
218,North-India,Furniture,5780.724,476.9152,2081.9683,42547.04,46839.65473593868,8.102731380143481,0.0,1.100891031102015,MONITOR,0.0,123477.17229999999,76638,8.1
219,North-India,Pet Care,4719.6235,4154.2847,18135.486,51172.85,64081.99629741343,13.577777087530327,0.0,1.2522655333328794,OK,0.0,117247.57949999999,53166,13.6
220,North-India,Food,6792.585,4946.316,21593.09,69141.19,68380.8801219233,10.066989300121392,0.0109964466270802,0.9890035176126314,MONITOR,3.1,164237.375,95856,10.1
221,North-India,Clothing & Apparel,6250.123,561.7889,2452.4834,46203.344,41782.81792297765,6.685119254391103,0.0956754526456183,0.9043245424612049,MONITOR,12.5,133705.06639999998,91922,6.7
222,North-India,Electronics & Gadgets,6093.411,426.64105,1862.497,44516.375,40846.64633932772,6.703412169149725,0.0824354781958836,0.9175645218041164,MONITOR,11.2,129824.128,88977,6.7
223,North-India,Footwear & Shoes,6108.84,487.3135,2127.362,44889.242,71685.12512666303,11.734654526915552,0.0,1.596933294767219,OK,0.0,130413.002,58728,11.7
224,North-India,Home Decor,6192.0303,655.4486,2861.3542,46205.566,29784.91404101643,4.810201618165113,0.3553825576091721,0.6446174480584532,REORDER SOON,39.6,132893.9905,103109,4.8
225,North-India,Games & Toys,5700.3022,689.5155,3010.0728,42912.19,72652.36447383525,12.74535302467896,0.0,1.6930472314238738,OK,0.0,122716.419,50064,12.7
226,North-India,Sports Products,8295.587,4033.6985,17609.068,75678.18,109133.44869487525,13.155603072505285,0.0,1.4420728497286173,OK,0.0,191816.395,82683,13.2
227,North-India,Tupperware,6161.415,440.61914,1923.5182,45053.426,17026.028895133753,2.763330953553873,0.6220924691098736,0.3779075290552544,REORDER NOW,69.2,131313.2332,114287,2.8
228,North-India,Furniture,6212.8364,658.3873,2874.183,46364.04,50618.709959036925,8.14743967006531,0.0,1.0917665923641884,MONITOR,0.0,133343.7474,82725,8.1
229,North-India,Pet Care,6774.69,706.5894,3084.609,50507.438,25574.556595019407,3.775015065812856,0.4936477108936796,0.5063522840936696,REORDER SOON,54.5,145353.099,119779,3.8
230,North-India,Food,6836.279,407.9416,1780.8647,49634.816,49184.25649097764,7.19459487655025,0.0090774973676667,0.9909225107428149,MONITOR,3.6,145342.7237,96158,7.2
231,North-India,Clothing & Apparel,5734.619,593.52136,2591.0112,42733.348,56241.53848993333,9.80737118032981,0.0,1.3161041931452067,OK,0.0,123018.01019999999,66776,9.8
232,North-India,Electronics & Gadgets,4173.091,865.0326,3776.2905,32987.926,19973.196829267705,4.786187909462277,0.3945300786198487,0.6054699173651507,REORDER SOON,43.5,91411.20150000001,71438,4.8
233,North-India,Footwear & Shoes,10339.82,1935.3096,8448.573,80827.31,81630.15268598495,7.89473609974641,0.0,1.0099328146140822,MONITOR,1.5,225584.793,143955,7.9
234,North-India,Home Decor,6671.2637,499.7323,2181.5762,48880.42,52897.332967755065,7.929132405718262,0.0,1.0821783644198448,MONITOR,0.0,142278.11390000003,89381,7.9
235,North-India,Games & Toys,6183.835,524.12744,2288.0728,45574.918,73224.40904562705,11.841261855818653,0.0,1.6066821896558772,OK,0.0,132148.6078,58924,11.8
236,North-India,Sports Products,6938.677,4886.929,21333.838,69904.58,60715.07484238742,8.750238260346425,0.1314578176293454,0.8685421590743756,MONITOR,15.4,167046.055,106331,8.8
237,North-India,Tupperware,6240.2363,3603.9644,15733.068,59414.727,63398.32385204773,10.159603021172275,0.0,1.067047297079186,MONITOR,0.0,146778.03029999998,83380,10.2
238,North-India,Furniture,6402.0884,692.52826,3023.2249,47837.844,55126.04936230815,8.6106354832493,0.0,1.1523522958582362,MONITOR,0.0,137467.0813,82341,8.6
239,North-India,Pet Care,6680.513,4667.002,20373.748,67137.34,60608.02805559185,9.07236111807028,0.0972531132408429,0.9027469371826744,MONITOR,11.9,160664.52099999998,100056,9.1
240,North-India,Food,6426.527,4056.5642,17708.889,62694.58,57901.15562861311,9.009711922286805,0.0764567310243287,0.9235432413553629,MONITOR,9.8,152665.956,94765,9.0
241,North-India,Clothing & Apparel,8019.6562,4446.511,19411.2,75548.8,103811.81493610745,12.94467140485073,0.0,1.3741027645191908,OK,0.0,187823.98020000002,84012,12.9
242,North-India,Electronics & Gadgets,6208.9453,509.724,2225.1948,45687.812,66413.29956887287,10.696389841792936,0.0,1.453632744962111,OK,0.0,132613.0461,66200,10.7
243,North-India,Footwear & Shoes,5938.9204,684.239,2987.0383,44559.48,62066.01053263724,10.450722731777493,0.0,1.3928800455624086,OK,0.0,127704.3667,65638,10.5
244,North-India,Home Decor,5792.763,508.40173,2219.4224,42768.766,37109.511052069225,6.406184730142377,0.1323221395387366,0.8676778528533936,MONITOR,16.3,123867.4454,86758,6.4
245,North-India,Games & Toys,9938.824,2163.022,9442.649,79014.414,130580.60503952423,13.13843591208491,0.0,1.6526175216527483,OK,0.0,218157.953,87577,13.1
246,North-India,Sports Products,6563.024,457.3203,1996.427,47937.594,28358.76912481082,4.320991275593292,0.4084231830094555,0.5915768139054042,REORDER SOON,45.4,139819.931,111461,4.3
247,North-India,Tupperware,7827.1255,1144.4053,4995.889,59785.77,49565.60374930548,6.33254236482026,0.1709464620439892,0.8290535314558211,WATCHLIST,20.2,169365.5245,119800,6.3
248,North-India,Furniture,6003.9756,884.3622,3860.6738,45888.5,25106.28542106625,4.181610178407478,0.4528850273801442,0.5471149726198558,REORDER SOON,50.0,129944.1614,104838,4.2
249,North-India,Pet Care,5261.964,775.829,3386.8733,40220.62,36460.11851928466,6.928994466617738,0.0934968797647357,0.906503144886495,MONITOR,12.2,113888.11730000001,77428,6.9
250,North-India,Food,6263.6426,564.3432,2463.6343,46309.133,67561.20293742271,10.786248112778958,0.0,1.458917465317753,OK,0.0,134000.1289,66439,10.8
251,North-India,Clothing & Apparel,18948.594,1646.0112,7185.6445,139825.8,162231.62383970496,8.561670907093301,0.0,1.1602409844227959,MONITOR,0.0,405106.11850000004,242874,8.6
252,North-India,Electronics & Gadgets,9695.877,909.2058,3969.1284,71840.266,48583.52590542736,5.0107407654104765,0.3237284761859152,0.6762715202840056,REORDER SOON,36.3,207582.5454,158999,5.0
253,North-India,Footwear & Shoes,4852.3057,684.40094,2987.7449,36953.887,38430.60553971406,7.9200710343418,0.0,1.0399611153141768,MONITOR,0.0,104886.1646,66456,7.9
254,North-India,Home Decor,5681.432,525.0237,2291.9854,42062.008,70923.5970206556,12.483401264235344,0.0,1.6861676461251112,OK,0.0,121602.0574,50678,12.5
255,North-India,Games & Toys,6268.623,574.1019,2506.236,46386.594,59963.27154395667,9.565620886049167,0.0,1.2926853725013023,OK,0.0,134147.319,74184,9.6
256,North-India,Sports Products,8257.05,1007.9974,4400.402,62199.75,88385.63361417592,10.704263109082822,0.0,1.4209966055197316,OK,0.0,177798.452,89413,10.7
257,North-India,Tupperware,6784.6313,4677.5845,20419.945,67912.36,77440.85172272184,11.414157638715883,0.0,1.1403057075725513,MONITOR,0.0,162897.2023,85456,11.4
258,North-India,Furniture,5697.1553,696.9873,3042.6907,42922.777,34048.433520978586,5.976392056528018,0.2067513887021015,0.7932486176506842,WATCHLIST,24.0,122682.95200000002,88635,6.0
259,North-India,Pet Care,13425.82,2221.4824,9697.858,103678.6,97009.28284910516,7.225575837536382,0.0643268583187286,0.9356731557824388,MONITOR,9.2,291640.078,194631,7.2
260,North-India,Food,8320.533,4018.5542,17542.955,75786.69,127247.46993271788,15.29318696606206,0.0,1.67902134177806,OK,0.0,192274.148,65027,15.3
261,North-India,Clothing & Apparel,9035.023,1665.4004,7270.288,70515.45,69125.70288636957,7.650860383987751,0.0197084493829582,0.980291594060161,MONITOR,4.6,197005.77099999998,127880,7.7
262,North-India,Electronics & Gadgets,21353.871,4837.0527,21116.102,170593.19,286711.24929612136,13.42666386049497,0.0,1.6806723017262375,OK,0.0,469547.393,182836,13.4
263,North-India,Footwear & Shoes,5851.5923,552.35785,2411.3125,43372.457,58788.9172501414,10.04665301088584,0.0,1.3554435537313783,OK,0.0,125294.75080000001,66506,10.0
264,North-India,Home Decor,10007.888,8675.884,37874.48,107929.69,86147.94277732172,8.608004546021409,0.201814210966545,0.7981857705448956,WATCHLIST,22.5,248040.12800000003,161892,8.6
265,North-India,Games & Toys,6183.822,463.70102,2024.282,45311.035,43445.875650703645,7.025732179067707,0.0411634715277318,0.9588365317787078,MONITOR,6.9,131884.544,88439,7.0
266,North-India,Sports Products,5708.836,493.68982,2155.1978,42117.05,39015.19701506429,6.834177307283021,0.0736484086289968,0.926351608554357,MONITOR,10.2,122040.7538,83026,6.8
267,North-India,Tupperware,7152.8823,593.6267,2591.4712,52661.65,47933.79931866643,6.701326422827995,0.0897778413534601,0.9102221316397499,MONITOR,11.9,152801.9995,104868,6.7
268,North-India,Furniture,6433.408,482.23083,2105.1736,47139.03,52066.41900095145,8.09313156526589,0.0,1.1045288585902477,MONITOR,0.0,137206.7416,85140,8.1
269,North-India,Pet Care,11312.168,8160.8003,35625.887,114811.06,90808.41218191393,8.027498569042933,0.2090621739354261,0.7909378432871704,WATCHLIST,23.4,273181.415,182373,8.0
270,North-India,Food,11856.4795,7420.3423,32393.426,115388.78,194477.7523635165,16.4026558213728,0.0,1.6854130216431487,OK,0.0,281379.49549999996,86902,16.4
271,North-India,Clothing & Apparel,5890.3345,565.9041,2470.4485,43702.79,30355.48965466412,5.153440741876122,0.305410700190043,0.694589284909822,REORDER SOON,34.3,126167.473,95812,5.2
